82984	75936	
50429	123118	
161970	81147	
90529	72513	
10293	109155	
152976	13175	
123176	102402	
44128	98149	
189968	118635	
141152	127474	
539	6551	
178445	59045	
160045	98490	
181534	18569	
21561	184321	
140538	107067	
139333	137387	
81098	42512	
129935	22017	
135720	140581	
109134	5427	
189750	50628	
107217	69137	
39308	149935	
90500	2338	
39689	146445	
124690	35173	
187786	121198	
141284	144034	
162233	8573	
126790	173803	
23037	111425	
96043	38068	
50319	22799	
58951	99596	
198445	154768	
98458	8759	
100199	126891	
128269	149098	
115222	83279	
38005	165923	
13036	153950	
198004	122786	
113959	121529	
68670	148423	
111392	92388	
185337	72713	
79616	70422	
139966	37072	
166545	33632	
21565	133425	
100146	76151	
140093	130244	
73701	153952	
83904	107554	
35267	32375	
31684	91072	
9167	42075	
177510	153379	
67943	99897	
117410	178943	
109590	173620	
150197	130992	
159687	45934	
90787	33044	
111764	169398	
71445	99587	
19261	163534	
76698	88363	
98869	117719	
183310	134349	
20373	115227	
198424	71502	
78708	172727	
112461	103099	
166798	93667	
145650	183388	
135776	96736	
60574	65971	
14358	4093	
22334	35410	
5212	23429	
51634	12246	
44817	172744	
61845	34947	
117978	198276	
138715	65917	
197843	24112	
4179	39841	
14495	128358	
167883	27262	
128416	152491	
37714	47732	
198914	39708	
8152	13095	
182130	47926	
179378	175135	
99501	105089	
166970	7871	
72947	62298	
121044	168991	
116570	48668	
87243	74697	
177598	106602	
177049	194253	
190678	162012	
126597	139201	
174434	24708	
49191	41497	
188288	187036	
133639	14942	
193054	146061	
48100	120718	
136522	183710	
3984	28689	
75558	106999	
181752	143699	
24631	86609	
68674	167746	
64988	173949	
40463	75430	
154523	106765	
151776	6423	
27159	177315	
142868	47392	
177374	170260	
170255	70255	
160223	190520	
49079	99125	
21305	93649	
67800	145312	
38958	66965	
183399	77746	
120246	181209	
33636	148990	
153840	116380	
190744	112511	
199539	71918	
97150	111573	
116547	54843	
159230	47837	
46367	90744	
152084	172203	
6071	187049	
187728	136423	
137403	146060	
170294	144001	
162063	146342	
92869	127058	
77531	167079	
22165	59857	
121470	60220	
184793	1134	
7650	63986	
73989	75982	
30250	169922	
43209	191972	
107337	175357	
32890	110441	
14380	36181	
178194	190775	
27415	52741	
127694	153095	
73614	109342	
14454	42565	
167977	106287	
123641	148941	
20299	153937	
153910	150405	
192812	176204	
118551	80727	
141009	83689	
189144	39689	
149917	196182	
138982	138490	
180610	166959	
120930	119611	
187984	158575	
15108	83143	
7086	153266	
103388	74017	
87846	24870	
76276	171017	
189657	23054	
13266	198490	
40724	70130	
149018	23235	
175227	185191	
111183	66016	
20450	126902	
48890	175988	
135099	59500	
173859	120901	
91561	135102	
195900	40788	
82035	186006	
144926	41528	
157204	164478	
62442	98710	
178671	141416	
81170	175103	
139295	160343	
121008	180198	
111725	175086	
130004	179004	
90843	75795	
190747	145450	
35677	122112	
42618	45098	
57255	197158	
57050	123651	
153825	129726	
184158	18591	
126776	145069	
190720	10698	
91214	136722	
57497	136393	
136017	174896	
43647	177109	
36137	184819	
166728	196083	
42635	59169	
113645	3633	
427	155358	
180746	97535	
50318	100763	
170306	119783	
10045	178077	
3136	153898	
58325	169766	
163096	47289	
58300	161474	
48395	130381	
135150	182383	
23145	31395	
27381	98217	
55057	101207	
140791	98578	
131412	13084	
171497	105275	
158008	7702	
43298	45842	
141081	140948	
113290	130536	
187113	100845	
78257	181020	
192407	87798	
147004	16425	
99214	198301	
58298	180298	
101524	65701	
79636	173958	
95187	27774	
189987	9435	
120245	90048	
188252	3531	
58792	76420	
11494	141949	
119617	25887	
25228	43794	
150652	102204	
70158	153286	
86690	80853	
594	190398	
39107	59342	
190072	51892	
57443	80302	
27467	74235	
173105	69498	
31571	80689	
121458	174320	
11591	127553	
95805	122589	
184415	182610	
79775	59163	
129864	131344	
120158	118955	
95281	108053	
103899	82027	
46019	48819	
52113	147635	
141869	29600	
183930	195666	
37276	74175	
56272	122720	
2890	27655	
69168	144640	
19246	2322	
151963	5941	
168017	62532	
61975	12829	
183361	161878	
127219	28749	
46302	112574	
137063	122379	
148945	40509	
10841	147106	
15197	181700	
13756	186854	
185549	161092	
189267	32772	
141069	105105	
152020	137797	
70485	134706	
126887	100319	
90240	187079	
16461	52728	
134139	185751	
23774	17592	
47257	33654	
55339	155401	
170754	56975	
49218	115054	
48524	136340	
101583	153469	
119778	67327	
196639	77434	
98208	173379	
150784	96914	
176385	7700	
73221	193905	
180848	161104	
94374	149376	
100346	182280	
177283	193982	
90533	13487	
8201	34874	
173082	2398	
185262	34411	
100157	177858	
106582	1580	
173469	156451	
53015	19862	
99143	95825	
28250	123452	
37621	123565	
21208	89021	
94692	149905	
157380	171722	
50307	165917	
2184	145333	
48967	60319	
1895	49	
7963	72734	
131969	5676	
145461	133316	
164533	192006	
182084	61285	
196896	145772	
79814	1840	
94980	174742	
57013	41457	
80517	28889	
167393	3200	
164044	20073	
127769	45962	
36750	80367	
143235	15865	
155367	97411	
35403	92675	
140000	34822	
61048	96716	
160400	82335	
131034	7993	
24286	157520	
199008	48530	
190884	99828	
34054	162067	
124655	56663	
163499	4048	
178531	70834	
174464	112450	
60027	52161	
100701	19313	
195759	105987	
48558	194432	
163054	9934	
56010	59792	
72139	190028	
177572	175634	
144244	132310	
199898	135405	
79132	118955	
50539	23112	
156411	70604	
193542	111604	
172395	31480	
50301	159225	
168627	97983	
85912	115388	
117025	133830	
89862	23562	
138704	157462	
41071	194947	
167817	161824	
2852	109093	
14278	122833	
10360	12020	
172242	26894	
23720	61955	
172236	25997	
170741	61538	
114122	23695	
70995	84133	
42649	74237	
191738	158988	
110819	34398	
107481	82836	
57322	87219	
128426	117721	
88432	115184	
134112	181926	
188601	22039	
25790	175131	
19560	170738	
115969	52602	
56711	98604	
3901	196750	
69986	22028	
119430	89912	
189714	179279	
32965	194711	
60503	61410	
171882	174227	
164703	149689	
320	12103	
184035	187919	
168092	149064	
44337	168442	
48943	42454	
43268	169770	
161019	158879	
92303	115006	
180898	2922	
156185	160962	
129178	115046	
61761	69449	
198653	20368	
23779	27235	
30845	109755	
185491	167612	
44789	135359	
172038	190673	
80922	80256	
55185	33807	
61328	14042	
86729	60746	
99545	149414	
99209	42583	
4712	90732	
138769	91846	
158100	65317	
99019	161087	
196264	7147	
13034	146936	
75543	69503	
94763	10704	
25549	142327	
26814	118539	
2784	117954	
26685	167723	
33381	28505	
178650	32423	
143903	75972	
143320	146378	
169107	86662	
84848	77419	
99511	89767	
79444	162245	
148872	118236	
113359	189618	
175867	181332	
197835	61001	
133515	181665	
162541	16464	
82801	132289	
177051	24544	
20914	72265	
40413	54676	
155986	62637	
154145	121965	
103206	166702	
76056	154438	
52615	10208	
129919	121198	
86051	169623	
98296	46247	
65197	143982	
172694	41466	
59892	113459	
145464	85557	
65874	149554	
16076	47235	
194683	169181	
78389	129574	
19637	111189	
27207	146131	
175846	65943	
191535	128233	
192137	75014	
75632	155600	
57019	140304	
66888	23018	
74290	93888	
86065	149689	
116300	186208	
150339	194125	
94341	179657	
182198	33575	
76355	86729	
68486	18800	
40652	166383	
156527	19919	
65047	149301	
18584	75627	
68288	153867	
185804	317	
182740	171836	
43875	183888	
112716	93375	
73983	85656	
139991	180445	
11698	80557	
105232	82489	
165053	108322	
107599	108097	
42036	62214	
112411	128240	
116989	145847	
70909	56253	
69303	75997	
122288	103971	
155702	148490	
134068	119182	
154029	84076	
21441	164447	
46949	122989	
198937	80924	
153897	124455	
34102	567	
644	163271	
40035	4473	
63906	105469	
138023	128011	
23956	113821	
95516	192225	
186543	83413	
13981	9924	
1364	47755	
163293	158202	
174089	3667	
34581	64083	
23110	154122	
132949	146259	
148685	162450	
83644	95991	
84720	150442	
160195	120422	
146550	82280	
138227	16565	
195608	172182	
115319	8471	
59622	96103	
48652	198816	
27079	89684	
179988	158900	
175197	125016	
165130	197584	
71559	178948	
25488	110900	
100608	155903	
13349	71916	
176997	79646	
168050	179578	
5331	44124	
146627	130914	
176174	107446	
171475	63186	
180287	48742	
99584	74283	
152757	36153	
96605	166256	
193868	188239	
34470	164618	
32715	54831	
97038	115381	
129127	34117	
177589	63755	
39941	167289	
108790	36139	
47901	91756	
157980	25990	
76346	107281	
16180	20166	
86430	67494	
146173	96858	
164994	122574	
167420	14114	
77114	126989	
36524	104948	
99767	166175	
176339	117961	
176679	124021	
2992	165832	
152055	20365	
187089	26540	
92280	19565	
82049	182676	
60127	68667	
164381	14247	
68071	18940	
126023	179489	
44369	198055	
197236	130303	
39755	84197	
102305	178755	
60847	195624	
146019	71012	
29794	57253	
112347	95062	
70173	11951	
56647	154353	
82504	98225	
132278	66624	
130626	136456	
99604	150505	
175549	167035	
100707	98548	
81863	11608	
194379	23865	
159395	18796	
13576	97579	
133078	11038	
198785	25979	
33469	176296	
87801	53610	
168155	18931	
188446	24430	
67569	119247	
20031	61440	
145926	105356	
15963	174016	
89990	58551	
84564	152710	
9863	131508	
144387	112582	
71014	81717	
47717	102431	
93840	21396	
17074	104960	
120477	138131	
149774	15991	
159190	169453	
183448	108376	
10647	108632	
150945	152646	
152144	1370	
187255	55137	
30565	185733	
190943	19084	
132982	28945	
75168	134489	
64632	80980	
175484	181844	
83778	66720	
79610	66281	
130148	100601	
89630	62322	
125298	87217	
145787	144801	
177950	171619	
175903	2375	
193731	93960	
82924	43455	
171198	157305	
4998	93689	
8055	162113	
177448	16038	
164350	46878	
88081	198717	
78096	107733	
193309	136681	
111288	135215	
150766	103311	
46802	145491	
149449	136319	
27051	173825	
162365	11318	
142852	138600	
12989	59277	
79605	199525	
124879	76355	
127727	140954	
151261	156962	
177754	57318	
60777	42640	
109469	67782	
101150	88436	
147259	161032	
65345	135042	
126426	199719	
169222	48613	
71072	51592	
36671	167624	
56950	129936	
105391	29890	
84014	45472	
129469	58203	
65793	41390	
156804	171775	
144945	43137	
143943	58302	
126541	107208	
97154	66750	
16147	68504	
104860	20094	
158639	97153	
166776	22599	
111522	75083	
61162	166705	
35262	107346	
8519	152655	
91149	125435	
