221775	7252	
190569	125747	
157726	60315	
116006	124288	
10506	91971	
151476	92197	
896	15999	
14048	28352	
211521	125814	
32339	119037	
141915	105758	
22452	100680	
164952	58036	
1168	111676	
213963	76296	
24468	69546	
154530	101172	
216170	62134	
96324	128573	
50503	62267	
213961	137219	
104024	35502	
223768	120307	
50972	95568	
215713	50043	
143043	88204	
48576	15341	
52393	102945	
48290	103725	
89782	12682	
215232	84229	
188405	37913	
154117	84199	
95543	102770	
30093	25506	
88476	46483	
92148	127070	
79205	141249	
6472	83778	
200536	31262	
49171	110741	
108009	79991	
143489	60401	
66002	97002	
68395	27299	
43711	124725	
82398	73071	
145976	94088	
52339	106593	
98564	30668	
94348	113374	
34910	33646	
204855	130953	
74927	24612	
104906	63553	
138048	35696	
128531	99640	
159841	28130	
128435	9342	
132691	20647	
187031	140940	
109319	102880	
221929	14044	
45377	138798	
5426	61717	
110420	99400	
167140	134069	
111419	113567	
154392	296	
42065	102937	
105019	61317	
203326	118457	
123517	54999	
138831	43296	
24024	120616	
1905	129757	
218193	21161	
115265	31616	
64118	143151	
12683	63740	
209276	62456	
146549	8314	
69771	30363	
196799	31450	
18568	132542	
35393	11429	
21552	2144	
89433	7550	
99308	84822	
139607	64598	
164613	57059	
140623	125679	
220565	62833	
208251	101768	
98320	22540	
112794	18103	
198117	94797	
95849	97510	
178661	85013	
166740	39492	
89502	98735	
100882	76875	
147996	10056	
122290	72306	
184301	37210	
78197	147960	
209287	116036	
129449	33793	
206169	32133	
131583	60814	
181267	3127	
158667	140628	
44338	75945	
193598	1567	
1092	44693	
102353	119616	
38980	25552	
102687	116401	
99595	10463	
159511	85593	
114827	115335	
35645	140778	
8697	100861	
98420	137640	
127151	48652	
218267	99332	
183387	64900	
85657	18231	
140631	58784	
168862	143162	
124893	10848	
54591	16338	
15591	94677	
39341	128857	
157561	146619	
116595	147959	
166748	139552	
75819	143472	
67695	46403	
132876	131510	
142292	51960	
162449	13599	
58196	45911	
148209	148546	
27648	7220	
157150	68139	
43469	81722	
17908	9006	
37603	113921	
28553	44888	
147682	3775	
53683	137553	
106297	54138	
208162	120829	
191805	2314	
166219	63201	
36651	12733	
90926	32355	
141050	130709	
222062	77147	
130856	66940	
62562	116694	
197063	13191	
103052	94169	
31123	119208	
184045	103282	
170147	14638	
11850	139273	
182681	82104	
179360	69430	
57320	83958	
202336	7805	
66057	96592	
177470	138884	
28674	76512	
79748	119493	
203444	23386	
67878	106142	
177895	13484	
160434	22726	
73604	67488	
77358	52346	
124294	25374	
21437	94982	
185990	105454	
142647	84863	
47938	16508	
41244	37324	
92314	52356	
139917	142805	
183174	100717	
6200	60388	
72759	74338	
101854	118040	
104361	53867	
136298	49097	
183569	26858	
116688	125686	
190401	40066	
58975	104009	
50797	112706	
36852	1372	
48681	31326	
176709	118500	
53785	55854	
57911	9755	
187116	4256	
143461	122765	
58054	120537	
171750	125817	
158161	1593	
20808	149639	
206095	138445	
151095	147720	
22743	124781	
8852	143784	
120201	88197	
30508	96704	
164992	101745	
203846	87272	
76699	129090	
153280	26314	
167263	74525	
60103	10195	
187045	137251	
129009	145938	
114547	115035	
194346	22258	
202218	146554	
101342	125237	
160228	43877	
216817	106166	
4607	83134	
163265	137632	
22227	101258	
57332	139821	
38180	94835	
168900	22822	
103971	39577	
199747	120618	
9719	67667	
190581	112298	
70092	111075	
41665	102448	
28278	13160	
149755	53280	
181012	69421	
86737	3895	
57715	114894	
146568	90672	
42222	66507	
213386	113766	
10407	24821	
101542	147795	
180477	35526	
121581	101094	
161905	142509	
102980	92371	
205871	114823	
192099	46053	
157710	19849	
63465	93551	
6443	57449	
130681	129232	
206833	112540	
219333	21588	
91597	15402	
66693	136887	
41097	75246	
204436	100228	
137015	26169	
111336	90124	
167439	107014	
25516	7410	
11687	126857	
30603	28452	
111959	53153	
12211	30660	
141286	147340	
152660	78932	
76348	74234	
54236	12927	
107140	138265	
47984	31412	
191997	31279	
50416	129854	
83079	18519	
40080	16399	
214149	7778	
185975	11707	
24490	126575	
121326	124944	
158836	10053	
75350	133604	
165160	59788	
11638	114119	
123224	89100	
152656	118455	
149688	108574	
194391	54066	
92633	18766	
480	146229	
69375	63250	
205889	36067	
36678	36964	
126698	12370	
134588	92123	
95263	93088	
92170	122392	
170303	31571	
17020	121660	
66316	125805	
21475	118167	
23879	101966	
121564	119563	
74927	25331	
38543	30591	
94406	128477	
44813	1071	
46449	10077	
30830	119089	
66353	142507	
212815	53603	
54362	2581	
148085	82287	
219264	143076	
122208	84736	
7825	12347	
103783	92575	
93356	147593	
43332	120294	
150491	108942	
113419	118341	
54487	109273	
205892	95891	
158585	53680	
155571	37868	
135744	63289	
83336	117577	
76196	49813	
69864	4686	
171950	52141	
95240	40524	
152034	48084	
109809	36279	
54818	70843	
193164	114065	
14952	98820	
102906	128517	
2679	28671	
156121	95664	
189679	108720	
154911	107530	
186083	116593	
106860	54723	
1433	135363	
6616	55384	
47421	55088	
130294	14484	
578	64860	
123404	87779	
77398	17482	
51592	138994	
473	73547	
126480	8754	
124506	128513	
27022	146396	
203302	135249	
189622	148654	
165478	57463	
120022	44323	
163227	79939	
146057	87265	
51121	138978	
21375	84316	
135557	90136	
192453	50120	
95117	12200	
71452	108108	
189066	22742	
35993	56705	
94500	80211	
112153	50169	
140787	98888	
120598	44013	
90053	121742	
32354	145423	
123473	50442	
98390	88222	
119646	79718	
48000	31432	
1200	115274	
112624	120730	
119617	14314	
86861	136322	
19056	76505	
97704	5286	
220409	72299	
59724	145517	
57025	6440	
211625	64347	
185171	37052	
97660	111306	
119204	6219	
118236	37299	
169656	3570	
81908	32844	
28783	120425	
2392	131292	
37159	55012	
175214	72218	
221822	139481	
190034	133284	
981	83227	
16757	113579	
53140	37253	
53939	140490	
61702	54467	
85272	47928	
39922	93818	
150615	24403	
13826	86568	
141063	118941	
104332	112278	
199682	137587	
68323	30682	
105386	136823	
210217	93384	
79930	147871	
196699	92873	
91431	122006	
198801	7428	
104530	56385	
222920	24488	
67067	77308	
157366	7212	
103498	78243	
18522	85581	
116565	138029	
181477	52071	
66130	102066	
120617	146031	
139903	149901	
99148	56044	
104422	40588	
32337	132118	
108318	145604	
93699	63415	
32696	4786	
79567	124527	
52471	16892	
150669	98403	
32938	38646	
130394	38101	
162258	70417	
110190	64703	
47555	23566	
28797	29640	
82897	10416	
67300	40665	
204839	65230	
26921	4793	
130871	92952	
77319	140228	
72657	145617	
127301	14331	
24770	111979	
71386	138101	
219075	22641	
68760	92724	
141842	32909	
61618	1618	
167058	128938	
121738	48361	
195554	68275	
153851	6194	
150820	124746	
148760	44853	
88268	91525	
110576	83631	
64291	114451	
3383	46706	
34047	33181	
117426	22998	
35536	135863	
110958	129437	
136794	116485	
137053	86692	
147434	29115	
60670	146038	
210191	82012	
102152	40619	
84271	143556	
3699	149693	
181155	127857	
222099	54235	
138280	46204	
94273	502	
163594	144246	
13208	54184	
90534	24893	
164561	39525	
63677	12510	
128804	116826	
42161	16964	
86659	145538	
70461	35038	
56628	84424	
144469	50767	
218556	79526	
13750	48079	
195563	110043	
84676	48959	
89751	122684	
180791	68554	
60200	43937	
198777	25862	
93253	98112	
17671	107658	
149794	143655	
130289	100650	
199055	93346	
42351	51357	
213414	89805	
52585	82464	
39560	66532	
33779	113507	
210188	21846	
77356	30433	
20661	125367	
160506	10573	
198559	90804	
180892	22231	
66038	144434	
34140	117374	
65067	110912	
27614	108656	
148052	33819	
211857	40925	
193391	83567	
188824	60298	
181779	140074	
201605	82017	
188643	35293	
29996	120789	
152767	7341	
175672	39507	
116032	70486	
10020	146948	
19712	138398	
152360	85215	
158372	55607	
18517	48555	
20640	91406	
86151	126226	
74773	83073	
102102	122801	
81913	47230	
124889	110813	
60531	31238	
166592	115391	
156529	16096	
86324	62496	
209320	94074	
22397	128368	
134127	127706	
96343	57199	
67000	115810	
138666	54734	
207021	118082	
223717	31200	
23099	2360	
29631	83947	
156957	18306	
195561	86875	
146808	97220	
50387	64853	
37862	115157	
86225	79192	
50402	129252	
88626	96911	
86127	102888	
131878	137460	
186300	118596	
96633	53390	
56640	113193	
33391	134091	
193190	40230	
131750	59833	
182581	131451	
21099	144207	
42487	85579	
